artist,ID,genre,Location,Start,End,Hotttnesss,Discovery,Familiarity
Bay City Rollers,ARWLSG71187FB4CEEB,pop,"Edinburgh, Scotland, GB",1998,2000,0.573913,0.612118,0.4561316140422354
Victoria Beckham,AR8OMD41187B9B6907,pop,"Harlow, England",1994,9999,0.612349,0.608624,0.4262336433331196
Bobby Darin,ARD0FN11187B9B25CD,pop,"New York, NY",1956,1973,0.640638,0.618761,0.4128998802279961
Herbert Grönemeyer,ARYSCGM1187B9AFD51,pop,"Gottingen, Lower Saxony, DE",1978,9999,0.518248,0.616011,0.4994255328507081
Lisa Stansfield,ARR57MZ1187FB5C275,pop,"Heywood, Lancashire, England",1989,9999,0.585225,0.622324,0.45551349002667063
Dean Martin,ARIFGKC1187B9B04D5,pop,"Steubenville, OH",1940,1990,0.692132,0.67191,0.4075889300835553
Prince,ARZQ7QA1187B9AD08B,pop,"Minneapolis, MN, US",1976,9999,0.835317,0.720174,0.30549640631997527
Quincy Jones,ARLWEID1187B98DE3C,pop,"Chicago, IL, US",1951,9999,0.735157,0.615726,0.34153161629498
Hanson,ARUV3981187B9B6724,pop,"Tulsa, OK",1992,9999,0.639011,0.609378,0.40779802061311343
Ronan Keating,AR6OSQ81187FB3FDAB,pop,"Finglas, Dublin, Ireland",1993,9999,0.568102,0.624705,0.4697575155874518
Morten Harket,ARFEQ5D1187FB3CFB2,pop,"Kaliningrad, Kaliningrad Oblast, RU",1982,9999,0.513241,0.632273,0.5163815661915646
The Human League,AR049S81187B9AE8A5,pop,"Sheffield, England, GB",1977,9999,0.709476,0.627221,0.3674619125047775
Ingrid Michaelson,ARLGTWP1187FB3E9DD,pop,"Staten Island, NY",2002,9999,0.67124,0.621835,0.39260818749673615
Air,ARZZ5ZR1187FB4D149,pop,"Versailles, Ile-de-France, FR",1995,9999,0.742609,0.671378,0.36624615585102455
Wham!,ARA1FK71187FB5AFAD,pop,"Bushey, Hertfordshire, England",1981,1986,0.663208,0.611009,0.3915545772847372
Pet Shop Boys,ARA60941187B9AD4A3,pop,"London, England, GB",1981,9999,0.758572,0.671261,0.3528544985177672
David Archuleta,ARTA13R1187B9B8E0D,pop,"Murray, UT",2003,9999,0.579946,0.609063,0.44956123038417384
Joss Stone,AR9P7FS1187B9A641F,pop,"Dover, England",2001,9999,0.6986,0.692434,0.41469625797704507
Rednex,ARDDQKN1187FB50651,pop,Sweden,2006,9999,0.512914,0.684411,0.5592299997142726
Camila,ARGN0KR1187B991A99,pop,"Mexico City, Distrito Federal, MX",2005,9999,0.662535,0.705488,0.4526583266114095
Paris Hilton,ARBZIN01187FB362CC,pop,"New York, NY ",2000,9999,0.676087,0.643752,0.40276117025088237
Timbaland,ARLK6VL1187B9B8850,pop,"Norfolk, Virginia",1990,9999,0.791633,0.710255,0.3433239097157648
Agnetha Fältskog,AR60F6R1187FB4CBD2,pop,"Jönköping, Sweden",2004,9999,0.493491,0.648235,0.5447684010014865
Nelly,ARCBD0U1187FB466EF,pop,"Saint Louis, MO ",1993,9999,0.755683,0.869202,0.4600479373578402
Train,ARICCZI1187B9AEBB3,pop,"San Francisco, CA",2009,9999,0.695434,0.730836,0.4404578063824154
Stevie Wonder,ARUM60L1187B9A7E1F,pop,Detroit Michigan,1961,9999,0.847682,0.776561,0.31567917542171775
Guy Sebastian,ARJIK321187FB4A34E,pop,"Adelaide, Australia",2003,9999,0.554067,0.6381,0.4903289533492968
Lindsay Lohan,ARUBDKR1187FB3FC29,pop,"New York, NY",1989,9999,0.689032,0.633552,0.3866575511585736
Alex Britti,ARZY2AO1187B9AE165,pop,"Rome, Italy",1998,9999,0.454652,0.631536,0.5606898061882856
Kate Ryan,ARSIR7Z1187B994267,pop,"Tessenderloo, Limburg, BE",2001,9999,0.500874,0.642304,0.5340790421749635
Goldfrapp,AR8K3HD1187B9B9CA9,pop,"London, UK",1999,9999,0.708577,0.662121,0.3886241614090009
Arash,ARWPAP51187FB504E5,pop,"Tehran, Iran",2005,9999,0.559539,0.658759,0.5019735144789718
Daler Mehndi,ARAA1VM1187B994013,pop,"Patiala, Punjab, IN",1995,9999,0.3662,0.673199,0.6444067918021611
Eagle-Eye Cherry,AR00B1I1187FB433EB,pop,"Stockholm, Stockholm, SE",2012,9999,0.550548,0.673629,0.5204154107362682
Mike Posner,AREHKZU122E5C4FC81,pop,"Detroit, MI, US",2007,9999,0.618659,0.804979,0.5578225953220032
Jordan Knight,ARFEBK11187FB5C40B,pop,"Worcester, MA",1984,9999,0.476276,0.601121,0.5177176243582081
Babyface,ARWXN7M1187B98C47D,pop,"Indianapolis, IN ",1976,9999,0.721338,0.603148,0.3447176604649949
Marianne Faithfull,AR9FKRD1187B9B73D4,pop,"Hampstead, London, England, GB",1964,9999,0.634192,0.60699,0.40961866063608865
Hannah Montana,ARIBIMO1187FB5AE5E,pop,"Nashville, TN",2006,2010,0.671975,0.647618,0.40832514758840666
Glen Campbell,AR8H87D1187FB3A841,pop,"Delight, AR",1958,2013,0.655376,0.611704,0.39762932066126194
Sparks,AR040JZ1187FB399A9,pop,"Los Angeles, CA",1971,9999,0.655052,0.599082,0.3896523726415456
Rick Springfield,ARUUKVP1187B9AF57D,pop,"South Wentworthville, Sydney, New South Wales, AU",1962,9999,0.643431,0.60268,0.40019970736579924
Michael McDonald,ARHTHC01187B9B6D2A,pop,"Nashville, TN, US",1970,9999,0.646824,0.59479,0.3925979176037149
10cc,ARUBDBK1187FB4D1B3,pop,"Stockport, England",1999,9999,0.651332,0.602743,0.3946635707754235
Natalie Merchant,ARKKT0A1187B9AECC6,pop,"Jamestown, NY",1981,9999,0.638712,0.610417,0.4087067207770234
Ready for the World,ARJT7LZ1187B98FFCF,pop,"Flint, MI",2004,9999,0.517659,0.61053,0.4954098480172163
Danity Kane,AR4503S1187FB43199,pop,"New York, NY",2013,2014,0.608936,0.596695,0.4202538207344799
Kat DeLuna,ARZ33PH1187FB52F58,pop,"Bronx, New York, NY, US",2006,9999,0.545341,0.599532,0.46684413577170797
Kerli,AR2B89J1187FB5B59A,pop,Elva Estonia,2002,9999,0.585317,0.607949,0.44492634409690607
Chantal Kreviazuk,ARZNO8Y1187FB455EE,pop,"Winnipeg, Manitoba, CA",1996,9999,0.493406,0.612706,0.5149730743411179
The Kinks,ARPHIME1187B9ACF4E,pop,"London, UK",1963,1996,0.804996,0.698774,0.32545017067809917
JoJo,ARYR1VC1187B98EC1D,pop,"Boston, MA, US",1998,9999,0.691425,0.776296,0.4715642583152626
Simply Red,AR198711187B9AD09F,pop,"Manchester, England",1985,2010,0.651826,0.775146,0.5071005036247634
Thirty Seconds to Mars,ARMZWGS145FE4107BE,pop,"Los Angeles, CA",1998,9999,0.716444,0.774621,0.44730938356802047
Take That,AR3MMZH1187B9B55D0,pop,"Manchester, England",2005,9999,0.66286,0.796634,0.5108352849748391
Tiziano Ferro,ARXF40D1187B9A3FB3,pop,"Latina, Lazio, IT",1997,9999,0.615334,0.804576,0.5606630972900727
Billy Joel,ARNYFVH1187B9B6A9E,pop,"Bronx, New York, NY, US",1965,9999,0.789046,0.742668,0.36149753640023496
Darin,ARHK7061187FB3E4CB,pop,"Stockholm, Stockholm, SE",2004,9999,0.610639,0.782877,0.5498279155368089
Paolo Nutini,ARZS3RD1187FB457CE,pop,"Paisley, Scotland",2005,9999,0.672109,0.722704,0.455552812870083
Brandy,ARQUO3Z1187B98C912,pop,"McComb, Mississippi",1993,9999,0.682513,0.65473,0.40464946844577215
Anouk,ARMLOSJ1187B98B08C,pop,"The Hague, South Holland, NL",1996,9999,0.620697,0.81624,0.5636858168804963
Owl City,AR0WLH6119B8669027,pop,"Owatonna, MN, US",2007,9999,0.721504,0.811803,0.46380697310763763
Toni Braxton,ARAEX7Y1187FB42D36,pop,"Severn, MD",1989,9999,0.706385,0.688244,0.40576922881546973
Laura Nyro,AR9U4HF1187FB50346,pop,"New York, NY",1966,1997,0.591088,0.566312,0.41064078280085564
Pohlmann.,ARQON7J1187FB55B16,pop,"Wiedenbruck, Germany",2006,9999,0.42386,0.566563,0.5249052755859113
Deacon Blue,AR2DMY71187B9A4516,pop,"Glasgow, Scotland, GB",1999,9999,0.511737,0.569541,0.46617007662898874
Sarah Connor,ARNAM6D1187B9B2718,pop,Germany,2001,9999,0.587089,0.862118,0.6291564763130812
OneRepublic,AR73S4G1187B9A03C2,pop,"Colorado Springs, CO",2002,9999,0.729122,0.866501,0.4870276832642567
Baby Bash,ARNXNH81187FB52EB5,pop,"Houston, TX",1995,9999,0.610826,0.742031,0.5209792936775213
Lionel Richie,ARIK43K1187B9AE54C,pop,Tuskegee AL,1968,9999,0.737734,0.751327,0.4143702612837227
Coldplay,ARJ7KF01187B98D717,pop,"London, England",1996,9999,0.859092,0.911545,0.35524449079962456
The Beautiful South,ARKE2XZ1187FB5A330,pop,"Hull, UK",1988,2007,0.574861,0.612212,0.45552316953582755
Miranda Cosgrove,ARNMTVR11E2835C23F,pop,"Los Angeles, CA",2001,9999,0.589827,0.636896,0.4627591867470949
Gilli Moon,AR0LKGN1187B98C163,pop,"Beverly Hills, CA, US",2000,2010,0.352365,0.336407,0.32201912897938
Dragana,ARX1E6Q1187B98E26C,pop,"Los Angeles, CA, US",1990,2000,0.371046,0.319688,0.30601518786814796
Alih Jey,AR8HHE31187B99232C,pop,"Santo Domingo, Distrito Nacional, DO",2001,9999,0.30887,0.341418,0.3268158123281678
Jann Klose,ARJVGMF11EB9C808A5,pop,"Mannheim, Baden-Wurttemberg, DE",1990,9999,0.323921,0.330969,0.31681370809518355
Adam Joseph,AR8S9WA1187FB4A30E,pop,"New York, NY, US",2002,9999,0.285429,0.398271,0.3812372528447584
Jupiter Rising,ARV1P811187FB3CFC6,pop,"Los Angeles, CA, US",2005,2010,0.405318,0.477248,0.4535321002049808
Sandrine,AR918KK1187B99E9F2,pop,"Sydney, New South Wales, AU",2004,9999,0.457869,0.477242,0.42180530372067276
Jane Olivor,AR7K9W71187B9AF065,pop,"Brooklyn, New York, NY, US",1970,2009,0.35666,0.445831,0.42676314788933034
Sally Anthony,AR19F1Q1187FB541E2,pop,"Fishers, IN, US",1998,9999,0.3089,0.391321,0.3745844990482955
Denny Doherty,ARMZTBL1187B990B56,pop,"Halifax, Nova Scotia, CA",1960,2007,0.335454,0.396499,0.3795410399343509
Ari Gold,ARXJ41V1187B9AB23E,pop,"Bronx, New York, NY, US",1996,9999,0.427036,0.398459,0.3675526639386651
Casey Desmond,AR4NQL61187B99FD83,pop,"Boston, MA, US",2004,9999,0.36733,0.380793,0.36450677358510686
Tina Sugandh,AR84LQ91187B9A13A9,pop,"California, US",2000,2010,0.288911,0.382474,0.366115878496165
Louise Setara,AR7T45S1187FB4CD6E,pop,"Reading, England, GB",2004,9999,0.292152,0.392973,0.37616584426725336
Popium,AR76CC81187B993693,pop,"Bergen, Hordaland Fylke, NO",1998,9999,0.270663,0.407763,0.3903232872384312
Una Healy,ARXZQFL12086C1658B,pop,"Thurles, Tipperary, IE",2004,9999,0.361738,0.456769,0.4372333379649722
Alice Peacock,AR9IIVS1187FB566F1,pop,"Chicago, IL, US",1999,9999,0.362362,0.45694,0.4373970244252881
Glenn Tilbrook,ARSAMRY1187B9B8174,pop,"Woolwich, London, England, GB",1970,2010,0.438367,0.455952,0.4140633691841854
Blank Pages,AR9ISB51187B98A3AF,pop,"Indianapolis, IN, US",2000,2010,0.382499,0.428439,0.41011499047521777
Laura Bradley,ARB0HRX1187FB46D7B,pop,"Portland, OR, US",2000,2000,0.345582,0.432012,0.41353517598813316
Jasmine Trias,ARHIOGH1187B99C3FB,pop,"Honolulu, HI, US",2004,9999,0.383112,0.441422,0.42254271745931526
Trish Thuy Trang,ARW6YKD1187FB3F60D,pop,United States,1997,9999,0.332462,0.441461,0.42258004945903643
Melissa McClelland,ARIHKNH1187B9A3703,pop,"Toronto, Ontario, CA",2000,2010,0.401367,0.439665,0.4200766256053274
Point Break,AR67DW71187B98FD03,pop,United Kingdom,1999,2000,0.338785,0.438341,0.41959348948134373
The Red Button,AR7HA1Q1187FB5992C,pop,"Los Angeles, CA, US",2007,9999,0.306924,0.440386,0.4215510263897994
Marcos Hernandez,ARCCV8E1187FB42A77,pop,"Texas, US",2010,2012,0.373791,0.425038,0.40685944865338036
Patrick Cleandenim,AROGQ4Q1187FB5B376,pop,"New York, NY, US",9999,9999,0.234466,0.425877,0.4076625652627663
Young Divas,AR0W3DM1187FB58F73,pop,"South Auckland, NZ",2005,9999,0.349674,0.456502,0.43697775735149663
Jessica Riddle,ARW5JSN1187FB36130,pop,"Los Angeles, CA, US",1999,9999,0.355907,0.4581,0.43850741210930205
宇多田ヒカル,AR6NNQW1187FB5ABC1,pop,"Tokyo, Japan ",1996,2011,0.515639,0.537767,0.4376605325423882
Cilla Black,ARSZGJL1187B9933A6,pop,"Liverpool, England, GB",1963,9999,0.546404,0.527446,0.4100520877363215
Gemelli Diversi,AR4T2NV1187B997CF3,pop,"Milan, Lombardy, IT",1997,9999,0.440306,0.525336,0.47579474135689076
Nu Shooz,ARY70ZB1187B9AF4F1,pop,"Portland, OR, US",2007,9999,0.470076,0.527229,0.45807095401238496
Hey Ocean!,AREZHID1271F574997,pop,"Vancouver, Canada",2004,9999,0.450988,0.56121,0.5008039271158571
The Lettermen,AR0K52Y1187B9B69A6,pop,"Los Angeles, CA, US",1959,9999,0.498018,0.554381,0.46287296467354067
Stephen Bishop,ART568W1187B98C73E,pop,"San Diego, CA, US",1975,9999,0.513011,0.544771,0.44506756874870507
Gene Pitney,AR0N9BV1187FB3AD01,pop,"Rockville, CT",1961,2006,0.566977,0.550987,0.41504960199654956
Bobby Vee,ARBUHDB1187FB3E72C,pop,"Fargo, ND",1959,2012,0.522753,0.525584,0.42329786256159885
Debi Nova,ARXON7Q1187FB36070,pop,"Los Angeles, CA, US",2001,9999,0.416061,0.520515,0.48743204523416717
The Lovin' Spoonful,ARSZWK21187B9B26D7,pop,"New York, NY, US",1991,9999,0.574091,0.527636,0.3930684076209195
Lou Christie,AR7RB641187B9B8DC9,pop,"Glenwillard, PA",1962,9999,0.485049,0.527897,0.44902453423571254
Herb Alpert,ARQ8F831187FB5154B,pop,"Los Angeles, CA, US",1957,1957,0.593179,0.526742,0.3806632438485357
Rebbie Jackson,AR1AOJB1187B9AD286,pop,"Las Vegas, NV, US",2010,9999,0.404245,0.519879,0.49476918822335814
Micky Green,ARE4SX81187FB53771,pop,"Sydney, Australia",2007,9999,0.42535,0.520644,0.4813755494175287
Middle of the Road,AR0TAEM1187FB36C4B,pop,"Scotland, GB",1967,1976,0.461306,0.519611,0.4570491036139021
The Free Design,ARS2GA91187FB3F240,pop,"Delevan, NY",2000,2001,0.455223,0.517262,0.45886937680762235
Starland Vocal Band,AR0R3EU1187FB4AC54,pop,"Washington, DC, US",1976,1981,0.433759,0.519146,0.4744625794125398
Blazin' Squad,ARILEZH1187FB585AB,pop,"Kuala Kangsar, Perak, MY",2009,2009,0.428628,0.515874,0.47481875533722157
D'Sound,AR1KQXK1187FB4EF1F,pop,"Oslo, Oslo Fylke, NO",1993,9999,0.403875,0.518852,0.49404134263322125
Tic Tac Toe,ARQGVFL1187FB5AAB1,pop,"Ruhr, Germany",2005,2007,0.442925,0.516402,0.46600948057646385
Michael Holliday,ARKABFH1187B996CC2,pop,Liverpool,1951,1963,0.348841,0.483381,0.4627071630054716
Johnny Wakelin,AR6T2B11187FB4417D,pop,"Brighton, England, GB",1974,9999,0.340478,0.483874,0.46317907777117756
The Knickerbockers,ARJ304L1187B991A82,pop,"Bergenfield, NJ",1964,1970,0.437652,0.484099,0.44005935942577973
Meco,AR6X4V61187B9A7B7A,pop,"Johnsonburg, PA, US",1960,1985,0.489041,0.485704,0.41078871952667345
Haircut One Hundred,AR1J5Z01187FB5C435,pop,"England, GB",2009,9999,0.491647,0.478608,0.40328065015976367
Phoebe Snow,AR0ZEDE1187B995326,pop,"New York, NY, US",1972,2010,0.506073,0.48285,0.39848272484147745
Cherie,AR0IXTE1187B99D317,pop,"Marseille, Provence-Alpes-Cote d'Azur, FR",2000,9999,0.435377,0.479075,0.43686359259636426
Adie,ARR1ILO1187FB4C5EC,pop,United States,2001,9999,0.402002,0.49362,0.47121923246674596
Len Barry,ARBV2AK1187FB5BA33,pop,"West Philadelphia, Philadelphia, PA, US",1958,9999,0.391834,0.498736,0.4774054413572252
The Bachelors,AR0XFXQ1187B98C49F,pop,"Dublin, Dublin, IE",1957,9999,0.405089,0.494261,0.46984661833950664
Sofia Talvik,ARV6GHH1187B9AED0D,pop,"Gothenburg, Vastra Gotaland, SE",2004,9999,0.462078,0.487993,0.4287738688240929
Jimmy Ray,ARUQDQH1187FB4E5D2,pop,United States,1998,9999,0.33664,0.487993,0.4671219112801891
P.J. Proby,AR54UY91187B9A6667,pop,"Houston, TX",1957,9999,0.445662,0.484659,0.4357066785971429
The Fleetwoods,AROSQW61187FB5330B,pop,"Olympia, WA, US",1958,1983,0.452182,0.488548,0.43523856104311953
Tony Orlando,AR8AQOV1187FB52E77,pop,"New York, NY, US",1961,9999,0.454688,0.498155,0.4422493752559442
Akira The Don,AR35VN61187FB4D16D,pop,United Kingdom,2004,2014,0.34701,0.473914,0.45364505938085087
Tara MacLean,AR605YR1187FB3FA7B,pop,"Charlottetown, Prince Edward Island, CA",1995,9999,0.391141,0.474129,0.45385086399469826
Kristina,ARHKNW71187B99D4E7,pop,"Svidnik, Presovsky, SK",2007,9999,0.440967,0.489419,0.4428593588035406
Dee C. Lee,AR59VFU1187FB46F03,pop,"London, England, GB",1981,9999,0.335079,0.488813,0.46790684050509557
Stephen Simmonds,ARJ48MS1187B992D7D,pop,"Stockholm, Stockholm, SE",1995,9999,0.36701,0.493244,0.47214833001187645
Martin Page,ARX9CR31187B98FA40,pop,"Southampton, England, GB",1981,9999,0.373441,0.492386,0.4713270260180109
Patrizio Buanne,AR24K5Z1187B9B4BFC,pop,"Naples, Campania, IT",1991,9999,0.445732,0.491115,0.44146769740119685
Billie Davis,AR0K0W51187B98D1FE,pop,"London, England, GB",1960,1970,0.353704,0.4892,0.4682772888100209
Henry Gross,AREYNOF1187B98DEF0,pop,"Brooklyn, New York, NY, US",1965,9999,0.343127,0.470289,0.4501750978683073
The Newbeats,ARLH7DP1187B9B46A3,pop,"Shreveport, LA, US",1964,1974,0.418418,0.470843,0.4394946387004691
Samantha Cole,ARYBC431187B994F50,pop,"Southampton, NY, US",1997,9999,0.333677,0.47102,0.45087483355538843
Magnus Eliassen,AR5KPOA1187B9B3059,pop,"Bodo, Nordland Fylke, NO",1997,9999,0.300237,0.470111,0.4500047107926568
Marcella Detroit,ARFIM451187B9B5A42,pop,"Detroit, MI, US",1972,9999,0.416254,0.500106,0.46819634940855
謝安琪,AR41E9U1187FB5573B,pop,none,2005,9999,0.35161,0.496405,0.4751741364508144
Cheyenne Kimball,ARLHTW41187FB4513F,pop,"Frisco, TX, US",2003,2011,0.389984,0.495539,0.4743451746108523
Dee Clark,AR8WHEJ1187B98CDCA,pop,United States,1952,1990,0.407943,0.495106,0.4688180178357004
土屋アンナ,ARSDAQU1187B9B5C97,pop,"Tokyo, Tokyo Prefecture, JP",1998,9999,0.401092,0.498432,0.4764041246047463
The Left Banke,ARR964E1187B9B95D5,pop,"New York, NY",2015,9999,0.569745,0.49694,0.37272699281353644
Timmy T,ARLVD7Q1187FB3D153,pop,"Fresno, CA, US",1989,9999,0.371546,0.496598,0.47535888198789605
Marie Osmond,ARSEQOG1187B9B7D65,pop,"Ogden, UT, US",1973,9999,0.419066,0.478131,0.44590089307774833
Amanda Somerville,ARPUYYN1187B9BA05C,pop,"Michigan, US",1997,9999,0.386051,0.475014,0.45469801321913994
Carlos Berlanga,AR6KRXD1187B9A4C13,pop,"Monterrey, Nuevo Leon, MX",1980,2010,0.291661,0.478503,0.45803779134804057
Danni Carlos,AR3MVZ31187FB573C4,pop,"Rio de Janeiro, Rio de Janeiro, BR",2003,9999,0.386398,0.4931,0.4720104887821367
Keri Noble,ARX49PH1187B99E9A1,pop,"Minneapolis, MN, US",2000,2010,0.430943,0.494017,0.4532533818879617
The Russian Futurists,ARX4Q8H1187B98970D,pop,"Toronto, Ontario, CA",2000,9999,0.432539,0.500439,0.4581361977341448
Tim Finn,ARJ8XFJ1187B9AF608,pop,"Te Awamutu, Waikato, NZ",1972,9999,0.489502,0.490488,0.4145615286458087
Thomas Anders,AR3M6ZZ1187B9B1EC0,pop,"Munstermaifeld, Germany",1980,9999,0.393946,0.498501,0.4771804921281362
Damien Leith,AR2LMZ81187B98DC47,pop,"Dublin, Dublin, IE",2006,9999,0.400952,0.499891,0.4778899289348048
Lorie,ARRU15I1187B9A2E35,pop,"Le Plessis-Bouchard, Ile-de-France, FR",2001,9999,0.428646,0.493351,0.45407696803756903
Marina V,ARPPMCL11E85199549,pop,"Los Angeles, CA, US",1999,9999,0.390657,0.414446,0.39672046042141845
元気ロケッツ,ARCBPL51187FB5755C,pop,Tokyo Japan,2006,9999,0.362605,0.402454,0.3852413491225432
The Heavy Blinkers,ARYZ85E1187B993C62,pop,"Halifax, Nova Scotia, CA",1998,9999,0.350848,0.418165,0.40028040162559764
Louisa John-Krol,AR44XBC1187FB48B02,pop,"Melbourne, Victoria, AU",1996,9999,0.302856,0.419621,0.4016741296151876
Kristin Hoffmann,AR6EVTV1187B99AEB7,pop,"New York, NY, US",2000,2010,0.316576,0.372659,0.35672065856634005
Michael Fredo,ARPZFX71187B9B5222,pop,"Elmira, NY, US",1998,9999,0.323873,0.374194,0.35819000778613447
Casey Donovan,AR0TEPI1187B9A86C3,pop,"Sydney, New South Wales, AU",2004,9999,0.323901,0.38933,0.37267865260099226
Lillix,AR2TTZ91187B989166,pop,"Cranbrook, British Columbia, CA",1997,9999,0.406429,0.511251,0.485108513841457
Jeremy Jordan,ARZQRWO1187B997F5F,pop,"Chicago, IL, US",1990,9999,0.3862,0.509886,0.48807856435442826
Natalia Kukulska,AR2C0SM1187B9B2453,pop,"Warsaw, Masovian, PL",1986,9999,0.395533,0.515575,0.49352425015990703
Susanna Hoffs,ARLJ6RH1187B9AC0CF,pop,"Los Angeles, CA, US",1981,9999,0.498818,0.506863,0.4227109727550618
Patti Page,AR24XPH1187FB58AA5,pop,"Claremore, OK",1946,2012,0.53116,0.508184,0.40421940053855804
Robbie Nevil,ARC5G6X1187B99968E,pop,"Los Angeles, CA, US",1983,9999,0.412984,0.508323,0.4780253999289986
Margo Guryan,AR5D1U61187FB5995E,pop,"Los Angeles, CA, US",1960,1990,0.444013,0.512568,0.4618523360124282
Boomkat,AROUHYW1187B99413F,pop,"Los Angeles, CA, US",2002,9999,0.483443,0.511707,0.4362499084476227
Human Nature,AR1FORD1187B9A23B3,pop,"Sydney, New South Wales, AU",1989,9999,0.491773,0.51111,0.4305894877650848
Charlotte Martin,ARNT5521187B9A451A,pop,"Los Angeles, CA, US",1998,9999,0.458562,0.507387,0.44801432371599476
Vacuum,AR3YVNY1187B9BA3D4,pop,Sweden,1996,9999,0.375377,0.507083,0.4853954465283152
Anita Lipnicka,AR7KURT1187B9B3105,pop,Poland,1990,2010,0.393321,0.5063,0.4846459348416058
Bobby Sherman,ARVFPOV1187B99B631,pop,"Santa Monica, CA, US",1964,1975,0.434009,0.508958,0.46499100568652507
Virginia Jetzt!,AR1XMED1187B995BD4,pop,"Elsterwerda, Brandenburg, DE",1999,2010,0.398192,0.50868,0.4869241440553586
Rachael Sage,ARSEOGE1187B999ADD,pop,"New York, NY, US",1995,9999,0.423931,0.51353,0.4757252153516383
Julia Fordham,AR3GYSX1187B98D2FF,pop,"Portsmouth, England, GB",1988,9999,0.413386,0.507819,0.4772886741031927
Jennifer Warnes,AROW8Q61187FB40400,pop,"Anaheim, CA, US",1967,9999,0.475777,0.547422,0.4718021927302913
Tommy James,ARSUG6D1187B988CF4,pop,"New York, NY, US",1958,9999,0.510544,0.535426,0.43900963631061596
Robin Gibb,AR9MJXL1187FB360EB,pop,"Manchester, England",1955,2012,0.484935,0.541126,0.46035176728824656
Burt Bacharach,ARZ8KO81187B9B1B7C,pop,new york city,1957,9999,0.668947,0.544243,0.3450905965857967
The Communards,AR4RMO71187B9B82B9,pop,UK,1985,1988,0.475792,0.542838,0.4678414889463447
Laith Al-Deen,ARE5ODJ1187FB3D83C,pop,"Karlsruhe, Baden-Wurttemberg, DE",2000,2010,0.447937,0.54032,0.4842131518628232
青山テルマ,AR8X5BN1187FB5B3CA,pop,"Nara-shi, Nara Prefecture, JP",2007,9999,0.37937,0.539514,0.516439397373364
Basia,AROIF7A1187FB4348F,pop,"Jaworzno, Silesian, PL",1983,9999,0.526243,0.537366,0.4305613665337128
Suburban Legends,ARR2B6K1187FB4838F,pop,"Orange, CA, US",1998,9999,0.45197,0.537303,0.4788149006287207
Kurt Nilsen,ARQZ4T11187FB41FCD,pop,"Bergen, Hordaland Fylke, NO",2003,9999,0.41357,0.536714,0.5043194173927672
Cece Peniston,ARXFOBI11F4C83D64B,pop,"Phoenix, AZ, US",1991,9999,0.526237,0.542105,0.43436231962252203
Mary MacGregor,AR5GLYM1187FB42C2E,pop,"Harbor Beach, MI, US",1976,2000,0.359098,0.540902,0.5177680336711322
The Cover Girls,AR0OZJU1187B990541,pop,"New York, NY, US",2001,9999,0.423976,0.535529,0.49607402334258655
Eddi Reader,AR2ZNXL1187B9B87A1,pop,"Glasgow, Scotland, GB",1984,9999,0.508968,0.53415,0.43896930994470745
3LW,ARPRLXR1187FB3BB7A,pop,"Newark, NJ",1999,2007,0.461618,0.535322,0.4706626918761542
Butterfly Boucher,ARWOMQ11187B9916D6,pop,"Adelaide, South Australia, AU",1994,9999,0.47693,0.534683,0.46007151281007236
Bucks Fizz,AR9WVBJ1187FB395A6,pop,UK,1981,9999,0.492073,0.546278,0.4600193381070013
The Searchers,ARQNRTK1187B9B58F2,pop,"Liverpool, England, GB",1959,9999,0.577565,0.538827,0.3992174620384288
Acid House Kings,AR8VOKE1187FB4D0B4,pop,"Stockholm, Sweden",1991,9999,0.509287,0.547947,0.4500988787263508
Matt Bianco,ARN5TKB1187FB50CE5,pop,UK,1983,9999,0.458905,0.540194,0.47675358861325656
Limahl,ARAOHSR1187B99CEE3,pop,"Wigan, England",1978,9999,0.461492,0.538528,0.4735650498500562
Graham Colton,ARW8HIT1187B990F5C,pop,"Oklahoma City, OK, US",2002,9999,0.444112,0.535519,0.48246621187629457
Jermaine Stewart,ARQISOG1187FB572C5,pop,"Chicago, IL, US",1983,1997,0.40735,0.534399,0.5064350516393039
David Essex,AR8JFKQ1187FB3EF24,pop,"London, England, GB",1963,9999,0.531812,0.532524,0.42316906174027363
SS501,ARQSFLR1187B990C05,pop,South Korea,2005,2010,0.488872,0.549502,0.46485874531954446
Tazenda,ARS2D6X1187B98B373,pop,"Sassari, Sardinia, IT",1988,9999,0.400793,0.543334,0.5195336281381433
Andrea Corr,ARLMSOV1187B9AE5D4,pop,Ireland,1990,9999,0.424806,0.543935,0.5032861824923105
B.J. Thomas,ARRDX091187FB3DC86,pop,"Hugo, OK, US",1966,9999,0.539907,0.543558,0.4267392044771763
Susan Wong,AR2SX2L1187B9A498E,pop,Hong Kong,2003,9999,0.387905,0.543579,0.5203305404212232
Bic Runga,AR2R1BM1187FB3CF46,pop,New Zealand,1996,9999,0.527605,0.560394,0.4481075894540143
All Saints,ARAS3371187FB4CFB0,pop,"London, England, GB",2013,9999,0.580755,0.562542,0.41469163832090555
Auburn,ARLUGVK11F4C8438BA,pop,"Minneapolis Minnesota,",2006,9999,0.485947,0.558393,0.474356649466737
Blessid Union of Souls,ARYIQQN1187FB55196,pop,"Morrow, OH",1990,9999,0.480894,0.565112,0.48352866633774044
