artist,ID,genre,Location,Start,End,Hotttnesss,Discovery,Familiarity
The Pussycat Dolls,AR0DVRJ1187B98CBF5,pop,"Los Angeles, CA, US",2003,2010,0.639355,0.629039,0.4207022159001957
Phil Collins,AR9W3X91187FB3994C,pop,"London, UK",1968,9999,0.772078,0.758961,0.3860043844356662
Shanadoo,AR22R8A1187FB46B9E,pop,Japan,2006,2014,0.348985,0.465131,0.44523770159749354
Matt Morris,AR06CU21187FB41AA5,pop,"Denver, CO, US",1991,9999,0.420931,0.463412,0.43106940795226445
Amanda Lear,AR9KHSQ1187FB45DEC,pop,"Ho Chi Minh City, Ho Chi Minh, VN",1975,9999,0.500296,0.54678,0.4550298283927467
Leo Sayer,ARBGYSI1187FB39D3D,pop,"Shoreham-by-Sea, England",1973,9999,0.552494,0.547677,0.42185803670341715
Stacey Q,ARYV3WZ1187B9AC33D,pop,"Fullerton, CA, US",1981,9999,0.418826,0.515938,0.4813178162878751
Justin Guarini,ARXYIEH1187FB3A5AB,pop,"Columbus, GA, US",2002,9999,0.370785,0.479652,0.4591376494936716
Imani Coppola,ARR37W01187B992D0E,pop,"New York, NY, US",1997,9999,0.389638,0.472795,0.45257391815808223
The Ames Brothers,ARSWW0P1187B9948E8,pop,"Malden, MA",1948,1963,0.393935,0.491135,0.4701295303346476
Verka serduchka,ARTV3ER1187B98AD07,pop,"Poltava, Uk",1998,9999,0.389512,0.492341,0.47128395063371725
Brooke Hogan,ARKBLT81187B995AF9,pop,"Tampa, FL, US",2002,9999,0.491028,0.548352,0.4624575044635358
Helen Reddy,AR5J7RY1187FB3781C,pop,"melbourne, australia",2013,9999,0.511472,0.534063,0.4373002406459014
Sandi Thom,ARY80281187FB3E380,pop,"Banff, Scotland, GB",2004,9999,0.457144,0.534978,0.47331400845313965
The Feeling,AREEAVN1187FB5BC58,pop,Horsham UK,1995,9999,0.581151,0.548809,0.4043142088688658
The Romantics,ART9JOW1187B9AB4F3,pop,"Detroit, MI",1977,9999,0.522476,0.545551,0.4395584777067682
Jermaine Jackson,AR4AOW51187FB3F248,pop,"Gary, IN",1968,9999,0.478381,0.543335,0.4665561023332847
Wilson Phillips,ARY2W5X1187FB3CB7A,pop,"Los Angeles, CA, US",2004,9999,0.536626,0.53042,0.41847882105978673
Vitamin C,ARNEJAG1187FB41600,pop,"old bridge, new jersey",2015,9999,0.535118,0.533398,0.4217785436286872
Steps,AR677KZ1187B9AEC78,pop,"London, England, GB",2011,9999,0.541709,0.530009,0.4149758332686408
The Velvelettes,AR31EL21187B98A723,pop,"Detroit, MI",1961,1970,0.465159,0.533982,0.4671582646996134
Tiffany,ARK0Z5G1187B9A1E97,pop,"Norwalk, CA",1981,9999,0.579082,0.565094,0.41767717554865097
Christopher Cross,AR3OXPU1187B993200,pop,"Los Angeles, CA, US",1979,9999,0.50577,0.556215,0.45923060698129814
Ashlee Simpson,ARU9LLJ1187B9B8AB2,pop,"Richardson, Texas ",2001,9999,0.647132,0.570721,0.37650503159588167
Ashley Parker Angel,ARM4TVO1187B99839D,pop,"Redding, CA, US",2000,9999,0.468053,0.555648,0.4841393074615967
O-Town,ARJ37RH1187B9AEA31,pop,"Orlando, FL, US",2013,9999,0.490901,0.54887,0.46297853122471183
Mario Vazquez,ARB8DSE1187FB3CFC4,pop,"Bronx, NY",2005,9999,0.393259,0.521595,0.4992867793476346
Sophie B. Hawkins,ARNF6401187FB57032,pop,"New York, NY, US",1992,9999,0.505284,0.518999,0.42880582833387304
Falco,AR5DXUU1187B9B0E42,pop,"Vienna, Austria",1992,1998,0.608365,0.568624,0.40086187211077823
Vienna Teng,ARJ5MUD1187FB54131,pop,Saratoga CA,2002,9999,0.477883,0.560943,0.4820159882326496
Fefe Dobson,ARYLM651187B996F67,pop,"Scarborough, Toronto, Ontario, CA",2003,9999,0.536369,0.565786,0.44655282264622975
Right Said Fred,ARG38R21187B9AF5B0,pop,"England, GB",1989,9999,0.523373,0.56444,0.45417638417592143
Kelly Osbourne,ARHHVP81187FB3D5BE,pop,"Westminster, London, England, GB",2002,9999,0.600573,0.591,0.42200507166949724
Michelle Branch,ART2QFA1187B9AC556,pop,"Phoenix, AZ",1998,9999,0.644104,0.591051,0.39201213077080854
John Farnham,AR0LFJ41187B9BA10E,pop,"Dagenham, London, England, GB",1964,9999,0.552908,0.589977,0.45415341790130725
Hayden Panettiere,ARXA6UQ1187FB36A7F,pop,"Palisades, NY, US",1994,9999,0.534278,0.592379,0.469005192105711
Johnny Mathis,AR8XIN91187FB3A048,pop,"Gilmer, TX, US",1956,9999,0.632973,0.592507,0.40068875060334525
Tina Arena,AR45UNF1187FB45AD8,pop,"Melbourne, Australia",1974,9999,0.540129,0.589185,0.46240599095556745
t.A.T.u.,ARVBII51187FB540BC,pop,"Moscow, Moscow Federal City, RU",1999,2011,0.657984,0.611921,0.39589664950969533
Go West,ARWAV5K1187B98C7B1,pop,"London, England, GB",1982,9999,0.605479,0.611638,0.4332432757412977
Alison Moyet,AR6DSDG1187B98FA86,pop,"Billericay, Essex, England ",1978,9999,0.589713,0.596115,0.43320760293606825
Sheila E.,ARHF42Z1187FB47FE8,pop,"Oakland, CA",1976,9999,0.589562,0.591909,0.4302553056143254
Jamie Cullum,ARC1IHZ1187FB4E920,pop,"Rochford, UK",1999,9999,0.649381,0.591107,0.3883962891945815
Shayne Ward,AR8MGFQ1187B9AC4D1,pop,"Manchester, England, GB",2005,9999,0.566007,0.572958,0.43225070739327504
Taylor Dayne,ARCJMMQ1187B98D1FD,pop,"Baldwin, NY",1985,9999,0.547544,0.591452,0.4590187508037595
Atomic Kitten,AR0IU4L1187FB4CCB9,pop,"Liverpool, England, GB",2012,9999,0.522453,0.585251,0.4715613405786436
Anna Nalick,ARDFD1I1187B9A8CBA,pop,"Glendora, CA, US",2003,9999,0.520046,0.576612,0.46624990714541764
Kenny Loggins,AR83G9J1187FB3C094,pop,"Everett, WA, US ",1966,9999,0.667159,0.649311,0.41307963559868965
*NSync,ARHFCP01187B994361,pop,"Orlando, FL",1995,2002,0.647366,0.646833,0.42653889372894865
John Mayer,ARZENOX1187B98A645,pop,"Bridgeport, CT",1998,9999,0.802444,0.790822,0.3710069652936557
Jennifer Hudson,ARRIH6E1187B99E434,pop,"Chicago, IL, US",2004,9999,0.682609,0.655359,0.4049636391899475
Daniel Powter,AR5Q8K21187B9B4E37,pop,"Vernon, British Columbia, CA",2000,9999,0.546508,0.615266,0.47825063222796893
Sixpence None the Richer,ARUDRXI1187FB45A15,pop,"New Braunfels, TX, US",2008,9999,0.618414,0.608831,0.4220727847230717
Raven-Symoné,AR81OA51187FB5C60B,pop,"Los Angeles, CA, US",1989,9999,0.566065,0.643872,0.48570588618158905
KC and The Sunshine Band,ARQSLGK1187FB47CF3,pop,"Hialeah, FL",1993,9999,0.623716,0.643873,0.44238345937743917
Kelis,ARIGPNM1187B98C744,pop,"New York, NY",1997,9999,0.685139,0.621951,0.382453616151119
Shirley Bassey,ARQWIVH1187B9B0101,pop,"Cardiff, Wales",1953,9999,0.633353,0.629961,0.4257377625547403
Scissor Sisters,ARY2Z6Y1187B9BA126,pop,"New York, NY, US",2001,2012,0.674988,0.609338,0.3820215742439317
Jimmy Buffett,ARTBSEF1187FB3CBDE,pop,"Pascagoula, MS, US",1965,9999,0.683742,0.628074,0.38725976622200226
Mandy Moore,AR35K8C1187B98F4AF,pop,"Orlando, FL",1993,9999,0.601841,0.626603,0.44650113041144185
Cyndi Lauper,ARGE7G11187FB37E05,pop,"New York, NY",1980,9999,0.744075,0.657148,0.35729363550764254
Jonas Brothers,ARWQ4AM1187B9AD5F8,pop,"Hollywood, CA",2005,2013,0.697641,0.624678,0.374833157974972
Tom Jones,ARFHP8I1187B9B303F,pop,"Treforest, Wales",1963,9999,0.683094,0.656447,0.405258500893115
Laura Pausini,ARSB75R1187B98FB22,pop,"Solarolo, Italy",1993,9999,0.643838,0.825492,0.5477611474816048
Rod Stewart,ARYGO6R1187B9A7822,pop,"London, England",1961,9999,0.758201,0.824559,0.4338205093948289
Hall & Oates,ARN0DMU1187FB5B63A,pop,"Philadelphia, PA, US",1970,9999,0.719758,0.650817,0.37320835979506467
Donna Summer,ARVU2XO1187B9893DB,pop,"Boston, MA",1968,2012,0.715974,0.650441,0.3759703290753108
Barry Manilow,ARVZDOM1187B9B49C9,pop,"Brooklyn, NY",1964,9999,0.672541,0.674063,0.4245485100576481
KT Tunstall,ARCJKV91187FB46210,pop,"Fife, UK",2000,9999,0.658372,0.599741,0.3877431818644041
Richard Marx,ARMX9KX1187B9A58E8,pop,"Chicago, IL, US",1980,9999,0.622509,0.622413,0.42851550417612544
Girls Aloud,ARG84I01187B991D69,pop,"London, UK",2002,2013,0.636717,0.604284,0.40600959768752065
The Beatles,AR6XZ861187FB4CECD,pop,"Liverpool, England, GB",1960,1970,0.904557,0.824269,0.26106039499521605
The Corrs,AROVU6Z1187B9AE74E,pop,"Dundalk, Louth, IE",2015,9999,0.642407,0.705025,0.4690049819878596
Savage Garden,ARBGWMW1187B9AEA3E,pop,"Brisbane, Australia",1994,2001,0.621392,0.697585,0.48117851660211075
Demi Lovato,ARUCF6P11A348F0B17,pop,"Dallas, TX",2002,9999,0.771398,0.92758,0.47256612148652394
The Script,ARKMQ0K11C8A4224DF,pop,"Dublin, Ireland",2001,9999,0.690896,0.799001,0.48585960713980714
Robin Thicke,AROETUE1187FB4A677,pop,"Los Angeles, CA",1994,9999,0.728004,0.849075,0.4783908396410049
Norah Jones,ARBJ22B1187B9AD31C,pop,Denton Texas,2001,9999,0.702613,0.685167,0.4070543855067227
Sugababes,ARZNA6V1187FB388B6,pop,"London, England, GB",1998,2011,0.612236,0.663626,0.4648402648765003
Shania Twain,ARUJZFJ1187B9B135F,pop,"Windsor, Canada",1993,9999,0.723581,0.785098,0.4465701905688546
Eros Ramazzotti,ARIGWNC1187FB57B6B,pop,"Rome, Italy",1981,9999,0.635883,0.81329,0.5472303790391748
Jason Mraz,ARML3X41187FB35F2E,pop,"Mechanicsville, VA",1999,9999,0.749466,0.812287,0.4362172731571391
Josh Groban,ARGVJPK1187B9909EA,pop,"Los Angeles, CA",1997,9999,0.687554,0.761397,0.46601907010822563
Solange,ARG1S0O1187FB55288,pop,"Houston, TX",1998,9999,0.638014,0.687074,0.4605933440610034
Carole King,ARLPOTR1187B9AD78D,pop,"Brooklyn, New York, NY, US",1958,9999,0.718016,0.717798,0.4131321456003121
78violet,ARAKLZI13385835376,pop,"Torrance, CA, US",2004,9999,0.447664,0.568125,0.5093240872015091
Keke Palmer,ARKPL2M1187FB45663,pop,"Harvey, IL, US",2002,9999,0.491291,0.576371,0.4859045657420831
Akon,ARCGJ6U1187FB4D01F,pop,New Jersey,1996,9999,0.757911,0.781226,0.4113058919616658
Whitney Houston,AR30R5E1187B9AD78A,pop,"Newark, NJ",1977,2012,0.810681,0.75638,0.34651834433984063
Nicole Scherzinger,AR0FXTC1187FB46FEC,pop,"los angeles, ca",2001,9999,0.644339,0.713528,0.4730482355519825
Enrique Iglesias,ARDCFNZ1187FB3DDB0,pop,"Miami, FL",1994,9999,0.754687,0.888144,0.47117875322608016
Pitbull,ARK9BHE1187FB3AC9D,pop,"Miami, FL, US",2001,9999,0.754613,0.912633,0.4842550098457077
Dusty Springfield,AREQIT21187B9AEB7F,pop,"West Hampstead, London, England, GB",1958,1995,0.70302,0.739478,0.4389597329882821
Jamiroquai,AREK02J1187B98E52F,pop,"London, England, GB",1992,9999,0.728869,0.636011,0.3576742097663188
Kelly Rowland,ARXAWLH1187B991605,pop,"houston, texas",2002,9999,0.696123,0.655296,0.39439288505884557
Wild Orchid,AR66LTK1187FB3F3E0,pop,United States,1991,2003,0.313167,0.413772,0.3960752868877758
Clique Girlz,ARYHYC71187FB540C9,pop,"Los Angeles, CA, US",2004,2009,0.350219,0.42666,0.4084120769494757
13 Stories,AR8V4401187B989341,pop,"Atlanta, GA, US",9999,9999,0.268519,0.263236,0.2519775968871518
Jag Star,ARURTOA1187B9A3033,pop,"Knoxville, TN, US",2000,2010,0.343372,0.387339,0.370772806153689
Brie Larson,AR30FDZ1187B9A84C6,pop,"Sacramento, CA",2005,9999,0.51225,0.455888,0.37286580148543674
Gary Puckett,AR4ZHMV1187FB52BE5,pop,"Westerville, OH, US",1967,9999,0.357903,0.428457,0.4101322206289352
Leslie Mills,AR6JUU21187FB40CBB,pop,"Fort Mitchell, KY, US",1997,9999,0.384286,0.435207,0.4165935282729819
Angie Aparo,AR7SGBN1187B98C2D7,pop,"Atlanta, GA, US",1996,9999,0.414937,0.457062,0.42867166801260015
Clay Aiken,ARG4KSQ1187B9A74B1,pop,"Raleigh, NC, US",2003,9999,0.551362,0.552913,0.42662664546441464
Brook Benton,ARL68US1187FB3DE5E,pop,"New York, NY",1958,1988,0.510749,0.557661,0.4571041470377375
Dannii Minogue,ARYXC7Z1187FB4E63A,pop,"Melbourne, Australia",1978,9999,0.592475,0.560696,0.40566136705391076
Kristine W,ARKLKQS11E2835CE89,pop,"Pasco, Washington",1990,9999,0.466699,0.561383,0.49006863582247834
Jimmy Somerville,ARAG1SF1187FB3F8BC,pop,"Glasgow, Scotland",1983,9999,0.50117,0.525619,0.43686810271284504
Alexz Johnson,AR91PC91187B9B0DCC,pop,"British Columbia, CA",1999,9999,0.490844,0.524767,0.4426834759304353
Karyn White,AR22WUY1187FB414B6,pop,"Island Grove, FL, US",2012,9999,0.467439,0.532032,0.46396314764070146
Fun Boy Three,ARZ1U241187FB58455,pop,"Pittsfield, MA, US",1981,1983,0.502288,0.519522,0.43110360623599464
David Cassidy,AR4TPZ21187FB4C5CB,pop,"New York, NY, US",1956,9999,0.518807,0.516414,0.4183346538199862
Graham Gouldman,AR2GVVL1187B9ACE0B,pop,"Manchester, England, GB",1963,9999,0.460612,0.467441,0.41156029631455177
Anthony Callea,ARXZLDQ1187FB5B948,pop,"Melbourne, Victoria, AU",2004,9999,0.37087,0.465386,0.4454817954418242
Linus of Hollywood,ARPO2LP1187FB3B0CE,pop,"Los Angeles, CA, US",1997,9999,0.386868,0.463374,0.4435558471485172
Sherbet,AROW7NP1187FB43528,pop,"Sydney, Australia",2011,2011,0.42331,0.487563,0.45205544288851784
Jurga,ARO09BZ1187B9AF047,pop,"Klaipeda, Lithuania",2005,9999,0.380653,0.486793,0.4659732343656919
Diana DeGarmo,AR6BH9N1187B99E437,pop,"Snellville, Georgia",1996,9999,0.402693,0.471994,0.4501498592301038
Tony Christie,AR8MI421187FB36E98,pop,"Yorkshire, England, GB",1970,9999,0.417309,0.495542,0.46325314556400177
Stefy,AR5790Q1187FB424A9,pop,"Orange, CA, US",2002,9999,0.38325,0.46743,0.4474383751195177
The Rubinoos,ARILIQB1187B991CC4,pop,"Berkeley, CA, US",1999,9999,0.47579,0.496765,0.42813497742932266
This Is Ivy League,ARZS0FR11C8A42C6AD,pop,"New York, NY, US",2005,9999,0.351825,0.47716,0.4567522304345657
Ball in the House,ARBRUVJ1187B9979D8,pop,"Boston, MA, US",1990,2010,0.354426,0.409563,0.39204630261017703
Standfast,AR0E0VX1187B991879,pop,"Stockholm, Stockholm, SE",1997,9999,0.331342,0.419699,0.4017487936146299
Paris Bennett,AR9GUZR1187FB3EA31,pop,"Rockford, IL, US",2006,9999,0.35107,0.370392,0.35455061642870245
Mirsa Kerceli,ARYAQJA1187B9A368A,pop,none,9999,9999,0.161428,0.378066,0.361896405296912
Parade,ARYKR191187B9A46E3,pop,"England, GB",2009,2013,0.493676,0.51079,0.4291474609129601
Eva & The Heartmaker,ARMWCNE121318C593A,pop,Norway,2006,9999,0.377858,0.508753,0.4869940219009905
A Taste of Honey,AR0D7CF1187FB52D27,pop,"Los Angeles, CA, US",1971,1982,0.476904,0.514932,0.44309294686582473
Billie Myers,ARWLEHJ1187B9AE852,pop,"Conventry, England, GB",1997,9999,0.430389,0.50677,0.4653092013149991
Alvin And The Chipmunks,ARUPCKH124549A3AF0,pop,"fresno, ca",1979,9999,0.552763,0.513479,0.3953541358074508
Glenn Medeiros,ARSP1X81187FB570B3,pop,"Honolulu, HI, US",1987,1999,0.418545,0.508106,0.47419409099213394
Men Without Hats,ARHYIN41187B98CFD9,pop,"Montreal, Canada",2010,9999,0.545121,0.536867,0.4181871696121183
Μιχάλης Χατζηγιάννης,AR38JHC1187B9AE6DC,pop,"Nicosia, Cyprus",1996,9999,0.457142,0.540338,0.4780575265123727
Belanova,ARF43XX1187B99EE7F,pop,"Guadalajara, Jalisco, MX",2000,9999,0.400281,0.540862,0.5175313100736179
Jeanette,AR0AFBN1187FB46668,pop,"London, England",1989,9999,0.55627,0.54794,0.4196310016600364
Little Eva,ARRVGAX1187FB4D745,pop,"Belhaven, NC, US",1962,2001,0.499576,0.534432,0.4452160314912231
The Buckinghams,AR4M1NA1187FB54703,pop,"Chicago, IL, US",1980,9999,0.51244,0.536582,0.43874287591799094
Mindi Abair,AREBSB41187FB5C962,pop,"los angeles, ca",1999,9999,0.485096,0.53643,0.45625207481851515
Blondie,ARM7YQQ1187B9A84E7,pop,"new york, NY",1997,9999,0.785295,0.700413,0.3443410361971986
Ryan Cabrera,AR4R4UM1187B98BAA9,pop,"Dallas, TX, US",2004,9999,0.411184,0.547224,0.5158771162664719
Brenda Lee,ARGKD4W1187B990E04,pop,"Atlanta, GA",1955,9999,0.609931,0.550532,0.3871024732977431
3T,ARD27YT1187B9A24E4,pop,USA,2013,9999,0.436917,0.544961,0.4958881695015997
Corbin Bleu,AR9EZG01187B9A7CAF,pop,"New York, NY",2006,2009,0.489267,0.556898,0.4708495777126507
The Righteous Brothers,ARGS67J1187FB3FC1A,pop,"Los Angeles, CA, US",1981,2003,0.551535,0.554775,0.42795056511223606
Vanessa Williams,ARX00Z51187B9A5A4A,pop,"Tarrytown, NY, US",1983,9999,0.544053,0.558084,0.4354159101870283
The Whitlams,ARM6U4Q1187B99ACBB,pop,"Sydney, Australia ",1992,9999,0.493008,0.532032,0.4474227413165193
Thompson Twins,ARWSN471187B9A6F7F,pop,"London, UK",1977,1993,0.558379,0.531464,0.40569795735443126
Daniel Bedingfield,ARRTPWX1187B99199A,pop,"Winona, MN, US",2007,9999,0.478231,0.526587,0.45227091792031354
James Ingram,AR286CH1187B9B8441,pop,"Los Angeles, CA, US",1973,9999,0.494002,0.525217,0.4410621243818844
Freddie & The Dreamers,ARVNZBY1187FB48A4E,pop,"Manchester, England, GB",1963,2000,0.475719,0.526196,0.45354552553974764
C+C Music Factory,AR6LYGU1187FB57966,pop,"New York, NY, US",2010,9999,0.463633,0.53285,0.4671675542574788
Nichole Nordeman,ARCQGTE1187B98F814,pop,"Dallas, TX, US",1997,9999,0.528134,0.503701,0.40245843534861725
Dana International,ARW5WPK1187B9AF71D,pop,"Tel Aviv, Tel Aviv, IL",1992,9999,0.401938,0.506069,0.483145489911146
Sinitta,AR51B3G1187B9A1871,pop,"Seattle, WA, US",1981,9999,0.424697,0.516986,0.4784227956610912
Shannon Noll,AR1UBAL1187FB4A2DF,pop,"Sydney, New South Wales, AU",2003,9999,0.441349,0.505163,0.45686382409249904
Adam Faith,AR7DO6G1187FB41056,pop,"London, England, GB",1957,2003,0.49309,0.509071,0.4280628977158328
Tarkan,ARPI0MG1187FB3AC5C,pop,"West Germany, DE",1991,9999,0.351139,0.553813,0.5301268400403599
Martika,AR1OBVS1187B9B0A97,pop,"Whittier, CA, US",1982,9999,0.497168,0.554785,0.4637774581194643
Andy Gibb,AROUSVG1187FB360E8,pop,"Redcliffe, Australia",1973,1988,0.512636,0.551996,0.45121722335825165
Peter Cetera,AR813FV1187FB41435,pop,"Chicago, IL, US",1962,9999,0.556031,0.557183,0.42686590409959946
Nick Lachey,ARD0P0G1187B9BA535,pop,"Cincinnati, OH, US",1995,9999,0.542714,0.521959,0.4080547144408376
Feel,AR7I8JN1187B9B0187,pop,"Katowice, Silesian, PL",2005,9999,0.588366,0.515321,0.3753030432248668
T. Rex,ARGJ7R91187B9AF64A,pop,"London, England, GB",1967,1977,0.623056,0.568126,0.39077772748326045
Alphabeat,ARLBAAZ1187FB4C062,pop,"Silkeborg, Denmark",2004,9999,0.544399,0.572875,0.4467223435446377
Peter Andre,ARYXJZG1187B98C259,pop,Australia,1989,9999,0.541778,0.575063,0.45020453589340126
Marit Larsen,AR2TDYB1187FB3A658,pop,"Lorenskog, Akershus Fylke, NO",1996,9999,0.444221,0.578641,0.5212373887194334
New Edition,AROVZAK1187B9BA3F7,pop,"Boston, MA, US",2002,9999,0.645627,0.561699,0.37154312303262177
Lobo,ARKNWJL1187FB37853,pop,"Tallahassee, FL",1961,9999,0.563245,0.563946,0.42727631226172214
Lisa Loeb,ARNJ4771187FB58301,pop,"Dallas, TX",1989,9999,0.55692,0.564276,0.43171121867886
Don McLean,AR1UBH11187FB3643A,pop,"New Rochelle, NY",1969,9999,0.632086,0.580291,0.39302875022897954
Connie Francis,AR392MV1187FB3C3FE,pop,"Newark, NJ",1943,9999,0.567733,0.580303,0.4366193143711697
倖田來未,ARAVHSN1187B9B6CEA,pop,"Kyoto, Japan",2000,9999,0.481168,0.558552,0.4777297566184658
Chris Norman,AR32LDZ1187B98F829,pop,"Redcar, England, GB",1968,9999,0.471064,0.5655,0.4906380830145968
Utada,AR33NJ21187B9AC3D9,pop,"Tokyo, Japan",1996,2011,0.477383,0.564453,0.4853758146014855
Elliott Yamin,AR1BQ4Y1187FB5BD27,pop,"Richmond, VA, US",2006,9999,0.499135,0.564305,0.47040116804021087
Céline Dion,ARFWL8S1187B9B4B44,pop,"Charlemagne, Charlemagne, Quebec, CA",2002,9999,0.771876,0.833138,0.4239447608993495
Drake Bell,AR7MPPK1187B9B5A13,pop,"Santa Ana, CA, US",1991,9999,0.602402,0.603038,0.4293148959924273
浜崎あゆみ,ARC3WRK1187FB55878,pop,"Fukuoka, Japan",1998,9999,0.572709,0.587937,0.43894037069936215
The Asteroids Galaxy Tour,ARQZBCO11E2835E38C,pop,"Copenhagen, Hovedstaden, DK",2007,9999,0.508143,0.591287,0.48650826129733354
Jon Secada,ARRCBW21187B9B6183,pop,"Miami, FL",1988,9999,0.550052,0.589439,0.45571772492914714
Lisa Miskovsky,ARW79J31187FB3732A,pop,"Holmsund, Vasterbotten, SE",2001,9999,0.449475,0.595656,0.5326627074394124
Cliff Richard,ARJIAK51187B9B0C57,pop,"London, UK",1958,9999,0.638018,0.589522,0.3951947175074853
Yelle,ARD8QN91187FB5405C,pop,"St.-Brieuc, Brittany, FR",2005,9999,0.580344,0.619397,0.4569010206274421
The Hollies,ARXRNDO1187FB42BE5,pop,"Lancashire, England, GB",1962,9999,0.689837,0.592548,0.3610654862662947
Perry Como,ARX5KSY1187FB3CBDC,pop,"Canonsburg, PA",1933,1998,0.629848,0.603574,0.410375621255028
Amy Grant,AR8E1VH1187B9AE7B5,pop,"Nashville, TN",1976,9999,0.647256,0.600708,0.3962002347031813
The Divine Comedy,AR0NH5R1187B9A47C9,pop,"Dublin, Ireland",1989,9999,0.636752,0.596138,0.4005120329904586
Dion,ARDSEZK1187B9A42A0,pop,"The Bronx, New York ",1957,9999,0.618094,0.587358,0.4074058069950782
Selena,AROF4LP1187FB41C51,pop,"Corpus Christi, TX",1982,1995,0.640087,0.592483,0.39574634631280525
Scott Walker,ARYLSD31187B9AE44F,pop,"Hamilton, OH",1958,9999,0.718078,0.592398,0.340913124008479
Shawn Colvin,ARDW5AW1187FB55708,pop,"Carbondale, IL",1973,9999,0.640076,0.619264,0.4136425607409239
Erasure,ARIPXFO1187B9ACFF9,pop,"London, UK",1985,9999,0.692335,0.601874,0.36495871434327964
Billy Ocean,ARBQFU91187B9A6D5B,pop,"London, UK",1971,9999,0.587789,0.601911,0.43877092411437446
Michelle Williams,AR51JTF1187FB395B9,pop,"Rockford, IL, US",1999,9999,0.597143,0.607085,0.43591859359251345
Smokey Robinson,ARHAS6X1187B9901C6,pop,"Los Angeles, CA",1955,9999,0.690732,0.606749,0.36907269108489876
Siti Nurhaliza,AR3ZGJT1187B99D1A0,pop,"Kuala Lipis, Malaysia",1995,9999,0.437513,0.60159,0.5469670239027938
Jennifer Love Hewitt,ARJYDIT1187B9B2766,pop,"Waco, TX",1989,9999,0.550589,0.603756,0.46640557983648795
Petula Clark,ARKWJC61187B9B074A,pop,"Epsom, England, GB",1939,9999,0.608473,0.596895,0.42071687475331054
Anne Murray,AR6XWV21187FB4ACC5,pop,"Springhill, Canada",1968,9999,0.55985,0.586969,0.44705556211202363
Katharine McPhee,AR9J8V11187FB562B8,pop,"Los Angeles, CA, US",2005,9999,0.547771,0.586978,0.45538976002992604
The Manhattan Transfer,AR7NTTO1187B995A0C,pop,"New York, NY, US",1972,9999,0.57907,0.600352,0.4437457899673116
Lene Marlin,ARJ8ZLA1187B98E3B5,pop,"Tromso, Norway",1998,9999,0.479045,0.583862,0.5008844329294114
Darren Hayes,ARAXR021187FB526F7,pop,"Brisbane, Queensland, AU",1993,9999,0.547134,0.593283,0.46072599669374686
David Fonseca,AR1NVU71187B9B25A6,pop,"Leiria, Portugal",1998,9999,0.481717,0.577316,0.4933936122528555
Joan Armatrading,ARU9UPD1187FB4D4BE,pop,"Birmingham, UK",1972,9999,0.618211,0.581331,0.4031460095336429
The Cheetah Girls,AR0QJ5M1187FB5B86F,pop,United States,2003,2008,0.48604,0.574147,0.4876750521689018
The Drifters,AR6ZS6M1187FB57A03,pop,"New York, NY, US",1953,9999,0.634843,0.579531,0.390647551892533
Culture Club,ARY2RKZ1187B9ABF37,pop,"London, England",2011,9999,0.639555,0.582706,0.3895783611645027
Level 42,ARVZBE01187B9AC5D4,pop,"Isle of Wight, UK",2001,9999,0.6103,0.582431,0.40928145365167884
Agnes,ARTXEZN1187B9B8190,pop,Sweden,2005,9999,0.552783,0.593446,0.4569109363604916
Francesca Battistelli,AR0LIQN11C8A42CB04,pop,"New York, NY",2002,9999,0.502918,0.577083,0.4784321373681124
Eliza Doolittle,ARZBUXC11C8A4163A3,pop,"London, England, GB",2007,9999,0.549942,0.583454,0.45116595343422694
Mina,ARB57ZX1187B9B5D58,pop,"Cremona, Lombardy, IT",1958,9999,0.653614,0.586438,0.3824179760690077
Alcazar,AR8J18Y1187FB52D0C,pop,Sweden,2013,9999,0.499811,0.585159,0.48730966890486976
Rupert Holmes,ARFSRHL1187FB52D31,pop,"Nanuet, NY, US",1970,9999,0.50065,0.58234,0.4843752843755421
David Foster,ARPOI6R1187B995CA7,pop,"Victoria, British Columbia, CA",1971,9999,0.605371,0.582293,0.4125305648742007
Sertab Erener,AR0ARO11187B99CB46,pop,"Istanbul, Istanbul, TR",1992,9999,0.479467,0.574399,0.4924714294578459
Bobby Vinton,ARVTPMZ1187FB44AEB,pop,"Canonsburg, PA",1959,9999,0.537813,0.583476,0.4595199912237829
S Club 7,ARWX3TC1187B9A9EE4,pop,"London, England",2014,9999,0.549108,0.575217,0.44536067496715875
matchbox twenty,ARVLXWP1187FB5B94A,pop,"Orlando, FL",2010,9999,0.685021,0.639701,0.39345812720317
Roy Orbison,ARFSZXM1187FB5A941,pop,"Vernon, TX",1953,1988,0.744306,0.64929,0.3528358228336698
Mustafa Sandal,ARY0XD81187FB5CF38,pop,"Istanbul, Turkey",1991,9999,0.466735,0.627567,0.5478173341359774
Ace of Base,AR2IKF71187FB4D0C2,pop,"Gothenburg, Sweden",1990,9999,0.639914,0.654967,0.43761476208937417
The Everly Brothers,ARPAB1I1187B9AD8E4,pop,"Brownie, Kentucky",1983,2005,0.703377,0.629647,0.37349387233356124
Kim Wilde,ARHZKID1187B9AFC21,pop,"London, UK",1980,9999,0.61006,0.615028,0.43235985735760446
